1,2,manager@mail.com,manager,Philip,Ritchey,false
2,1,logankettle@mail.com,logankettle,Logan,Kettle,false
3,1,westoncadena@mail.com,westoncadena,Weston,Cadena,false
4,1,ryanpaul@mail.com,ryanpaul,Ryan,Paul,false
5,1,colemcanelly@mail.com,colemcanelly,Cole,McAnelly,false
6,0,codybowers@mail.com,changeme123,Jared,Hernandez,false
7,0,blanchardzachary@mail.com,changeme123,Nicholas,Gutierrez,false
8,0,patricia39@mail.com,changeme123,Jorge,Mccoy,false
9,0,tsanchez@mail.com,changeme123,Janice,Martin,false
10,0,davidsonteresa@mail.com,changeme123,Jessica,King,false
11,0,jacquelinedavis@mail.com,changeme123,Samuel,Evans,false
12,0,cunninghamnathan@mail.com,changeme123,Lynn,Wilson,false
13,0,traceyprice@mail.com,changeme123,Sarah,Black,false
14,0,danielhood@mail.com,changeme123,Mark,Sims,false
15,0,gregory68@mail.com,changeme123,James,Allen,false
16,0,cody94@mail.com,changeme123,Monica,Moore,false
17,0,vanessawalters@mail.com,changeme123,Tammy,Morgan,false
18,0,jonescharles@mail.com,changeme123,Charles,Henderson,false
19,0,faustin@mail.com,changeme123,Christopher,Arnold,false
20,0,kelseyburke@mail.com,changeme123,Jodi,Kelley,false
21,0,nicolenewman@mail.com,changeme123,Ariel,Morrison,false
22,0,ncox@mail.com,changeme123,Lauren,Vincent,false
23,0,lmoreno@mail.com,changeme123,Brandon,Evans,false
24,0,danielleschultz@mail.com,changeme123,Vanessa,Lynn,false
25,0,moorejohn@mail.com,changeme123,Sarah,Washington,false
26,0,brianmiller@mail.com,changeme123,Abigail,Todd,false
27,0,donna86@mail.com,changeme123,Shannon,Colon,false
28,0,howardrichard@mail.com,changeme123,Roger,Stewart,false
29,0,victoria14@mail.com,changeme123,Andrea,Willis,false
30,0,jacksonkelly@mail.com,changeme123,Juan,Villarreal,false
31,0,john29@mail.com,changeme123,Andrew,Lopez,false
32,0,langeileen@mail.com,changeme123,Kathy,Brown,false
33,0,whaley@mail.com,changeme123,Kevin,Spencer,false
34,0,kevinreyes@mail.com,changeme123,Mark,Burns,false
35,0,david44@mail.com,changeme123,Ann,Ayers,false
36,0,fwatkins@mail.com,changeme123,Holly,Gonzalez,false
37,0,lopezkyle@mail.com,changeme123,Dana,Anderson,false
38,0,gentryanthony@mail.com,changeme123,Ronnie,Kelly,false
39,0,robinsonchristine@mail.com,changeme123,Elizabeth,Kirk,false
40,0,richardaudrey@mail.com,changeme123,Brittany,Jordan,false
41,0,dcooper@mail.com,changeme123,Barbara,Cooper,false
42,0,krausejennifer@mail.com,changeme123,Jennifer,Shepherd,false
43,0,kathleen24@mail.com,changeme123,Amber,Cook,false
44,0,cbrown@mail.com,changeme123,Megan,Atkins,false
45,0,williamjohnson@mail.com,changeme123,Rachel,Day,false
46,0,lewiskaren@mail.com,changeme123,Shannon,Clark,false
47,0,arielmason@mail.com,changeme123,Kevin,Reilly,false
48,0,patrick74@mail.com,changeme123,Andrea,Horn,false
49,0,joshua60@mail.com,changeme123,Kyle,Erickson,false
50,0,nielsenamber@mail.com,changeme123,Marc,Martinez,false
51,0,markflores@mail.com,changeme123,Kimberly,Adams,false
52,0,mathisheather@mail.com,changeme123,James,Spencer,false
53,0,ablack@mail.com,changeme123,Melissa,Davis,false
54,0,anthonywelch@mail.com,changeme123,Raymond,Logan,false
55,0,anthonyclark@mail.com,changeme123,Christopher,Murillo,false
56,0,luisturner@mail.com,changeme123,Victoria,Vega,false
57,0,dthomas@mail.com,changeme123,Kimberly,Taylor,false
58,0,amandaanderson@mail.com,changeme123,Jason,Mcfarland,false
59,0,usullivan@mail.com,changeme123,Colleen,Humphrey,false
60,0,wanda00@mail.com,changeme123,Casey,Shields,false
61,0,lori83@mail.com,changeme123,Richard,Dillon,false
62,0,ipoole@mail.com,changeme123,Andrew,Moore,false
63,0,michelecook@mail.com,changeme123,Joanna,Davis,false
64,0,timothybeltran@mail.com,changeme123,Michele,Carter,false
65,0,dflores@mail.com,changeme123,Zachary,Carlson,false
66,0,tanyacohen@mail.com,changeme123,Stephen,Davis,false
